0:[[4227, 4409], [4468, 4338], [4227, 4338]]
158:[[3417, 4153], [3427, 4049], [3427, 4153]]
158:[[4231, 4031], [4306, 4031], [4231, 4047]]
158:[[4231, 4047], [4306, 4031], [4306, 4047]]
158:[[1564, 4043], [1605, 4043], [1564, 4147]]
158:[[1564, 4147], [1605, 4043], [1605, 4147]]
159:[[2239, 4411.2383], [2184, 4463.048], [2206.647, 4476]]
159:[[2239, 4411.2383], [2235.7646, 4408], [2184, 4463.048]]
159:[[4133, 4348.2383], [4100.647, 4413], [4078, 4400.048]]
159:[[4133, 4348.2383], [4078, 4400.048], [4129.7646, 4345]]
159:[[4031, 4249], [4057, 4249], [4031, 4345]]
159:[[4031, 4345], [4057, 4249], [4057, 4345]]
159:[[2885, 4156], [2960, 4156], [2885, 4164]]
159:[[2885, 4164], [2960, 4156], [2960, 4164]]
159:[[4138, 4249], [4143, 4249], [4138, 4345]]
159:[[4138, 4345], [4143, 4249], [4143, 4345]]
160:[[4143, 4342], [4207, 4387.1816], [4207, 4367.8184]]
160:[[4143, 4342], [4143, 4413], [4207, 4387.1816]]
160:[[4893, 4337], [4957, 4362.8184], [4957, 4382.1816]]
160:[[4893, 4337], [4957, 4382.1816], [4893, 4408]]
160:[[4582, 3948], [4651, 3948], [4582, 3956]]
160:[[4582, 3956], [4651, 3948], [4651, 3956]]
160:[[1277, 3948], [1297, 3948], [1277, 4052]]
160:[[1277, 4052], [1297, 3948], [1297, 4052]]
160:[[2239, 4044], [2308, 4044], [2239, 4052]]
160:[[2239, 4052], [2308, 4044], [2308, 4052]]
160:[[2168, 3948.032], [2239, 3948.032], [2168, 4052]]
160:[[2168, 4052], [2239, 3948.032], [2239, 4052]]
161:[[5094, 4398], [5107, 4327], [5094, 4327]]
161:[[5094, 4398], [5107, 4398], [5107, 4327]]
161:[[5081, 4398], [5081, 4327], [5094, 4327]]
161:[[5081, 4398], [5094, 4327], [5094, 4398]]
161:[[2885, 4462], [2898, 4462], [2885, 4463]]
161:[[2885, 4463], [2898, 4462], [2898, 4463]]
161:[[2885, 4463], [2898, 4463], [2885, 4464]]
161:[[2885, 4464], [2898, 4463], [2898, 4464]]
162:[[4583.917, 4251], [4539, 4155], [4539, 4251]]
162:[[4583.917, 4251], [4583.917, 4155], [4539, 4155]]
162:[[4583.917, 4251], [4616, 4164.6], [4583.917, 4155]]
162:[[4583.917, 4251], [4616, 4235], [4616, 4164.6]]
162:[[4660.917, 4251], [4616, 4251], [4616, 4155]]
162:[[4660.917, 4251], [4616, 4155], [4660.917, 4155]]
162:[[4660.917, 4251], [4660.917, 4155], [4693, 4164.6]]
162:[[4660.917, 4251], [4693, 4164.6], [4693, 4235]]
162:[[2958, 3682], [3003, 3682], [2958, 3818]]
162:[[2958, 3818], [3003, 3682], [3003, 3818]]
162:[[2958, 3546], [3003, 3546], [2958, 3682]]
162:[[2958, 3682], [3003, 3546], [3003, 3682]]
162:[[1075, 3686], [1109, 3686], [1075, 3822]]
162:[[1075, 3822], [1109, 3686], [1109, 3822]]
162:[[3950, 3814], [4021, 3814], [3950, 3822]]
162:[[3950, 3822], [4021, 3814], [4021, 3822]]
162:[[4730, 3685], [4766, 3685], [4730, 3821]]
162:[[4730, 3821], [4766, 3685], [4766, 3821]]
163:[[3443.9524, 4413], [3495.762, 4468], [3499, 4461.5293]]
163:[[3443.9524, 4413], [3431, 4442.1177], [3495.762, 4468]]
163:[[3760.9526, 4413], [3816, 4461.5293], [3812.762, 4468]]
163:[[3760.9526, 4413], [3812.762, 4468], [3748, 4442.1177]]
163:[[228, 3945], [301, 3945], [228, 3953]]
163:[[228, 3953], [301, 3945], [301, 3953]]
163:[[1605, 4043], [1613, 4043], [1605, 4147]]
163:[[1605, 4147], [1613, 4043], [1613, 4147]]
163:[[4444, 4044], [4513, 4044], [4444, 4052]]
163:[[4444, 4052], [4513, 4044], [4513, 4052]]
163:[[4651, 3948], [4683, 3948], [4651, 4052]]
163:[[4651, 4052], [4683, 3948], [4683, 4052]]
164:[[4847.8887, 4411], [4889.778, 4469], [4893, 4465.7773]]
164:[[4847.8887, 4411], [4835, 4420.667], [4889.778, 4469]]
164:[[542.88885, 4411], [588, 4465.7773], [584.7778, 4469]]
164:[[542.88885, 4411], [584.7778, 4469], [530, 4420.667]]
164:[[1297, 3948], [1302, 3948], [1297, 4052]]
164:[[1297, 4052], [1302, 3948], [1302, 4052]]
164:[[2683, 4040], [2756, 4040], [2683, 4048]]
164:[[2683, 4048], [2756, 4040], [2756, 4048]]
164:[[349, 4049], [365, 4049], [349, 4153]]
164:[[349, 4153], [365, 4049], [365, 4153]]
165:[[3613, 4252], [3542, 4242.4], [3574.2727, 4252]]
165:[[3613, 4252], [3542, 4162.4], [3542, 4242.4]]
165:[[3613, 4252], [3574.2727, 4156], [3542, 4162.4]]
165:[[3613, 4252], [3613, 4156], [3574.2727, 4156]]
165:[[3684, 4252], [3645.273, 4252], [3613, 4242.4]]
165:[[3684, 4252], [3613, 4242.4], [3613, 4162.4]]
165:[[3684, 4252], [3613, 4162.4], [3645.273, 4156]]
165:[[3684, 4252], [3645.273, 4156], [3684, 4156]]
165:[[1734, 3546], [1773, 3546], [1734, 3682]]
165:[[1734, 3682], [1773, 3546], [1773, 3682]]
165:[[4021, 3686], [4055, 3686], [4021, 3822]]
165:[[4021, 3822], [4055, 3686], [4055, 3822]]
165:[[4055, 3686], [4088, 3686], [4055, 3822]]
165:[[4055, 3822], [4088, 3686], [4088, 3822]]
165:[[1734, 3682], [1773, 3682], [1734, 3818]]
165:[[1734, 3818], [1773, 3682], [1773, 3818]]
166:[[5004, 4311.222], [4911, 4279], [4975.1377, 4337]]
166:[[5004, 4311.222], [4939.8623, 4250], [4911, 4279]]
166:[[2085, 4311.222], [2056.138, 4337], [1992, 4279]]
166:[[2085, 4311.222], [1992, 4279], [2020.862, 4250]]
166:[[962, 4054], [1001, 4054], [962, 4154]]
166:[[962, 4154], [1001, 4054], [1001, 4154]]
166:[[3288, 4053], [3375, 4053], [3288, 4056.2258]]
166:[[3288, 4056.2258], [3375, 4053], [3375, 4056.2258]]
166:[[144, 4054], [185, 4054], [144, 4154]]
166:[[144, 4154], [185, 4054], [185, 4154]]
167:[[2537.2856, 4335], [2498.7144, 4251], [2473, 4276.846]]
167:[[2537.2856, 4335], [2563, 4309.154], [2498.7144, 4251]]
167:[[3064.286, 4336], [3000, 4277.846], [3025.7144, 4252]]
167:[[3064.286, 4336], [3025.7144, 4252], [3090, 4310.154]]
167:[[4452, 4155], [4539, 4155], [4452, 4154.9995]]
167:[[4452, 4154.9995], [4539, 4155], [4539, 4154.9995]]
167:[[2436, 4249], [2473, 4249], [2436, 4345]]
167:[[2436, 4345], [2473, 4249], [2473, 4345]]
167:[[3417, 4249], [3454, 4249], [3417, 4345]]
167:[[3417, 4345], [3454, 4249], [3454, 4345]]
168:[[876.09094, 4477], [895.72723, 4409], [863, 4473.7617]]
168:[[876.09094, 4477], [899, 4412.2383], [895.72723, 4409]]
168:[[912.09094, 4477], [899, 4473.7617], [931.7273, 4409]]
168:[[912.09094, 4477], [931.7273, 4409], [935, 4412.2383]]
168:[[4083, 4249], [4097, 4249], [4083, 4345]]
168:[[4083, 4345], [4097, 4249], [4097, 4345]]
168:[[1478, 4155], [1483, 4155], [1478, 4251]]
168:[[1478, 4251], [1483, 4155], [1483, 4251]]
169:[[4941, 4472.7617], [4893, 4420.9526], [4937.8, 4476]]
169:[[4941, 4472.7617], [4912.2, 4408], [4893, 4420.9526]]
169:[[2881, 4408.762], [2877.8, 4412], [2833, 4356.9526]]
169:[[2881, 4408.762], [2833, 4356.9526], [2852.2002, 4344]]
169:[[5115, 4031], [5120, 4031], [5115, 4135]]
169:[[5115, 4135], [5120, 4031], [5120, 4135]]
169:[[5095, 3823], [5119, 3823], [5095, 3927]]
169:[[5095, 3927], [5119, 3823], [5119, 3927]]
169:[[1135, 3948], [1206, 3948], [1135, 3956]]
169:[[1135, 3956], [1206, 3948], [1206, 3956]]
170:[[4078, 4345], [3991.2727, 4380.619], [3972, 4413]]
170:[[4078, 4345], [4055.5151, 4348.2383], [3991.2727, 4380.619]]
170:[[3218, 4407], [3112, 4475], [3131.2727, 4442.619]]
170:[[3218, 4407], [3131.2727, 4442.619], [3195.5151, 4410.2383]]
170:[[319, 3388], [357, 3388], [319, 3548]]
170:[[319, 3548], [357, 3388], [357, 3548]]
170:[[2403, 3384], [2426, 3384], [2403, 3544]]
170:[[2403, 3544], [2426, 3384], [2426, 3544]]
171:[[923.75, 4490], [888, 4477], [891.25, 4490]]
171:[[923.75, 4490], [927, 4480.25], [888, 4477]]
171:[[5114.75, 4492], [5082.25, 4492], [5079, 4479]]
171:[[5114.75, 4492], [5079, 4479], [5118, 4482.25]]
171:[[3852, 4249], [3884, 4249], [3852, 4281]]
171:[[3852, 4281], [3884, 4249], [3884, 4281]]
171:[[3852, 4281], [3884, 4281], [3852, 4313]]
171:[[3852, 4313], [3884, 4281], [3884, 4313]]
171:[[3852, 4313], [3884, 4313], [3852, 4345]]
171:[[3852, 4345], [3884, 4313], [3884, 4345]]
171:[[3526, 4249], [3540, 4249], [3526, 4345]]
171:[[3526, 4345], [3540, 4249], [3540, 4345]]
172:[[2509.786, 4480], [2468, 4476.75], [2474.4285, 4480]]
172:[[2509.786, 4480], [2471.214, 4467], [2468, 4476.75]]
172:[[2509.786, 4480], [2513, 4470.25], [2471.214, 4467]]
172:[[5075.786, 4488], [5040.428, 4488], [5034, 4484.75]]
172:[[5075.786, 4488], [5034, 4484.75], [5037.214, 4475]]
172:[[5075.786, 4488], [5037.214, 4475], [5079, 4478.25]]
172:[[3454, 4249], [3490, 4249], [3454, 4281]]
172:[[3454, 4281], [3490, 4249], [3490, 4281]]
172:[[3454, 4281], [3490, 4281], [3454, 4313]]
172:[[3454, 4313], [3490, 4281], [3490, 4313]]
172:[[3454, 4313], [3490, 4313], [3454, 4345]]
172:[[3454, 4345], [3490, 4313], [3490, 4345]]
172:[[4130, 4249], [4138, 4249], [4130, 4345]]
172:[[4130, 4345], [4138, 4249], [4138, 4345]]
172:[[4108, 4249], [4119, 4249], [4108, 4345]]
172:[[4108, 4345], [4119, 4249], [4119, 4345]]
173:[[2525, 3823], [2412.7585, 3945], [2435.207, 3941.7896]]
173:[[2525, 3823], [2348.6208, 3945], [2412.7585, 3945]]
173:[[2525, 3823], [2339, 3945], [2348.6208, 3945]]
173:[[2525, 3823], [2339, 3884], [2339, 3945]]
173:[[2525, 3823], [2339, 3823], [2339, 3884]]
173:[[5041, 3823], [4951.207, 3941.7896], [4928.759, 3945]]
173:[[5041, 3823], [4928.759, 3945], [4864.6206, 3945]]
173:[[5041, 3823], [4864.6206, 3945], [4855, 3945]]
173:[[5041, 3823], [4855, 3945], [4855, 3884]]
173:[[5041, 3823], [4855, 3884], [4855, 3823]]
173:[[4334, 3020], [4398, 3020], [4334, 3044]]
173:[[4334, 3044], [4398, 3020], [4398, 3044]]
173:[[49, 3021], [110, 3021], [49, 3213]]
173:[[49, 3213], [110, 3021], [110, 3213]]
173:[[3728, 3021.032], [3789, 3021.032], [3728, 3213]]
173:[[3728, 3213], [3789, 3021.032], [3789, 3213]]
173:[[168, 3015], [354, 3015], [168, 3039]]
173:[[168, 3039], [354, 3015], [354, 3039]]
174:[[4202, 4455], [4192, 4413], [4192, 4455]]
174:[[4202, 4455], [4202, 4413], [4192, 4413]]
174:[[822, 4454], [812, 4454], [812, 4412]]
174:[[822, 4454], [812, 4412], [822, 4412]]
174:[[1015, 3024], [1025, 3024], [1015, 3216]]
174:[[1015, 3216], [1025, 3024], [1025, 3216]]
174:[[4911, 3021], [4953, 3021], [4911, 3213]]
174:[[4911, 3213], [4953, 3021], [4953, 3213]]
174:[[4953, 3021], [4995, 3021], [4953, 3045]]
174:[[4953, 3045], [4995, 3021], [4995, 3045]]
175:[[44.957756, 3948], [89.91551, 3829], [0, 3948]]
175:[[44.957756, 3948], [228, 3851.5134], [89.91551, 3829]]
175:[[44.957756, 3948], [125.239426, 3948], [228, 3851.5134]]
175:[[44.957756, 3948], [77.07043, 3948], [125.239426, 3948]]
175:[[3380.9578, 3943], [3336, 3943], [3425.9155, 3824]]
175:[[3380.9578, 3943], [3425.9155, 3824], [3564, 3846.5134]]
175:[[3380.9578, 3943], [3564, 3846.5134], [3461.2393, 3943]]
175:[[3380.9578, 3943], [3461.2393, 3943], [3413.0703, 3943]]
175:[[5063, 3018], [5108, 3018], [5063, 3066]]
175:[[5063, 3066], [5108, 3018], [5108, 3066]]
175:[[2646, 3018], [2786, 3018], [2646, 3042]]
175:[[2646, 3042], [2786, 3018], [2786, 3042]]
175:[[354, 3015], [402, 3015], [354, 3095]]
175:[[354, 3095], [402, 3015], [402, 3095]]
176:[[3531, 4458], [3499, 4413], [3499, 4458]]
176:[[3531, 4458], [3531, 4413], [3499, 4413]]
176:[[2182, 4459], [2150, 4459], [2150, 4414]]
176:[[2182, 4459], [2150, 4414], [2182, 4414]]
176:[[4398, 3020], [4430, 3020], [4398, 3212]]
176:[[4398, 3212], [4430, 3020], [4430, 3212]]
176:[[2987, 3018], [3032, 3018], [2987, 3066]]
176:[[2987, 3066], [3032, 3018], [3032, 3066]]
176:[[3893, 3021], [3938, 3021], [3893, 3101]]
176:[[3893, 3101], [3938, 3021], [3938, 3101]]
177:[[1422.8438, 4155], [1484, 4052], [1381, 4148.5625]]
177:[[1422.8438, 4155], [1484, 4155], [1484, 4052]]
177:[[1422.8438, 4155], [1464.6875, 4155], [1484, 4155]]
177:[[1422.8438, 4155], [1451.8125, 4155], [1464.6875, 4155]]
177:[[1422.8438, 4155], [1438.9375, 4155], [1451.8125, 4155]]
177:[[3721.8438, 4156], [3680, 4149.5625], [3783, 4053]]
177:[[3721.8438, 4156], [3783, 4053], [3783, 4156]]
177:[[3721.8438, 4156], [3783, 4156], [3763.6875, 4156]]
177:[[3721.8438, 4156], [3763.6875, 4156], [3750.8125, 4156]]
177:[[3721.8438, 4156], [3750.8125, 4156], [3737.9375, 4156]]
177:[[2786, 3018], [2889, 3018], [2786, 3042]]
177:[[2786, 3042], [2889, 3018], [2889, 3042]]
177:[[924, 3024], [944, 3024], [924, 3041.6]]
177:[[924, 3041.6], [944, 3024], [944, 3041.6]]
177:[[155, 3021], [168, 3021], [155, 3032.2]]
177:[[155, 3032.2], [168, 3021], [168, 3032.2]]
177:[[992, 3024], [1005, 3024], [992, 3028.8]]
177:[[992, 3028.8], [1005, 3024], [1005, 3028.8]]
178:[[2410, 4461], [2368, 4416], [2368, 4461]]
178:[[2410, 4461], [2410, 4422.4287], [2368, 4416]]
178:[[2452, 4461], [2410, 4461], [2410, 4416]]
178:[[2452, 4461], [2410, 4416], [2452, 4422.4287]]
178:[[4869, 3021], [4911, 3021], [4869, 3213]]
178:[[4869, 3213], [4911, 3021], [4911, 3213]]
178:[[110, 3021], [155, 3021], [110, 3101]]
178:[[110, 3101], [155, 3021], [155, 3101]]
179:[[2904, 4461], [2881, 4419.2144], [2881, 4461]]
179:[[2904, 4461], [2904, 4416], [2881, 4419.2144]]
179:[[1558, 4444], [1535, 4444], [1535, 4402.2144]]
179:[[1558, 4444], [1535, 4402.2144], [1558, 4399]]
179:[[878, 3024], [901, 3024], [878, 3216]]
179:[[878, 3216], [901, 3024], [901, 3216]]
179:[[0, 3022], [42, 3022], [0, 3046]]
179:[[0, 3046], [42, 3022], [42, 3046]]
179:[[3848, 3021], [3893, 3021], [3848, 3069]]
179:[[3848, 3069], [3893, 3021], [3893, 3069]]
180:[[2057, 2788], [1826.4615, 2784.7888], [1868.0864, 2788]]
180:[[2057, 2788], [1788.0385, 2781.5774], [1826.4615, 2784.7888]]
180:[[2057, 2788], [1724, 2720.5635], [1788.0385, 2781.5774]]
180:[[2057, 2788], [1839.269, 2627.4365], [1724, 2720.5635]]
180:[[2057, 2788], [1944.9327, 2560], [1839.269, 2627.4365]]
180:[[1724, 2788], [1535.0864, 2788], [1493.4615, 2784.7888]]
180:[[1724, 2788], [1493.4615, 2784.7888], [1455.0385, 2781.5774]]
180:[[1724, 2788], [1455.0385, 2781.5774], [1391, 2720.5635]]
180:[[1724, 2788], [1391, 2720.5635], [1506.2692, 2627.4365]]
180:[[1724, 2788], [1506.2692, 2627.4365], [1611.9326, 2560]]
180:[[192, 669], [381, 669], [192, 989]]
180:[[192, 989], [381, 669], [381, 989]]
180:[[569, 2336], [611, 2336], [569, 2560]]
180:[[569, 2560], [611, 2336], [611, 2560]]
180:[[856, 2336], [895, 2336], [856, 2560]]
180:[[856, 2560], [895, 2336], [895, 2560]]
180:[[1293, 1920], [1382, 1920], [1293, 2076.7998]]
180:[[1293, 2076.7998], [1382, 1920], [1382, 2076.7998]]
180:[[1293, 2176], [1382, 2176], [1293, 2240]]
180:[[1293, 2240], [1382, 2176], [1382, 2240]]
180:[[2145, 1280], [2293, 1280], [2145, 1600]]
180:[[2145, 1600], [2293, 1280], [2293, 1600]]
180:[[3827, 1440], [3953, 1440], [3827, 1600]]
180:[[3827, 1600], [3953, 1440], [3953, 1600]]
